id,temporada,liga,PSxG,PSxG+/-,psxg_goals_faced,shots_on_target_faced
8y8d2dd469x9q0lc7qfyxypyh,2024-2025,English Premier League,1.97,-0.03,2,4
9hl2v867qfg6nzsdadb8wu7e1,2024-2025,English Premier League,0.84,-0.16,1,4
31xsuz1icsj7zt1462swjpk2d,2024-2025,English Premier League,0.5,-0.5,1,4
3mctpepmqunc1a8zro2nq1wtm,2024-2025,English Premier League,0.1,0.1,0,1
5f8kjgsaabn2li5r7bvpebbsa,2024-2025,LaLiga,58.77,8.77,50,192
e36lcgg2vegiecbez2j15fl9m,2024-2025,LaLiga,55.77,-11.23,67,163
amjegysk3et638l4od103c7o5,2024-2025,LaLiga,55.65,4.65,51,182
bahph7009sc73jl6s2bramn6d,2024-2025,LaLiga,49.21,2.21,47,150
eavhyxb9dfjh0jp5yzg8p8udx,2024-2025,LaLiga,45.85,-4.15,50,142
vota9gwygxp3wc998tl7ldxx,2024-2025,LaLiga,43.72,4.72,39,126
20o2dr1mdk18xhxmkujzgak89,2024-2025,LaLiga,43.7,-1.3,45,136
8k88isvd2hwr5e4gn9oxzr2t,2024-2025,LaLiga,43.65,-4.35,48,127
alkcbccyfsjddm897cgz7wel1,2024-2025,LaLiga,43.43,3.43,40,128
9h6xf4ac4rpsjpummcdx26z9,2024-2025,LaLiga,39.43,1.43,38,133
w503zyr8ipyobglth281uklx,2024-2025,LaLiga,38.2,-4.8,43,130
c7i0lduij4vsnluxisdnaxsk5,2024-2025,LaLiga,37.79,0.79,37,112
4sz26vstr6b7b110eri7f42jt,2024-2025,LaLiga,35.59,2.59,33,116
cfc7fqq748bz3nklfam2a2fp,2024-2025,LaLiga,35.21,-2.79,38,112
6crmq7vzqts58wg196q48sc7p,2024-2025,LaLiga,31.75,3.75,28,104
2yt9oajv9dkbju8tgy1g2nmqd,2024-2025,LaLiga,29.66,1.66,28,114
5mj2vxkh3pmkbwj139mp93n4l,2024-2025,LaLiga,26.89,-5.11,32,94
2r4ox2h5r7doo3ys9ynm2nbo5,2024-2025,LaLiga,24.61,-2.39,27,76
8ndsjumd9xg06mwged8d0oqnd,2024-2025,LaLiga,20.5,2.5,18,54
s96k2x2cts0vo6y6aaeui5zp,2024-2025,LaLiga,20.46,3.46,17,54
6ddxujeb3873j5evwiz8n4wt0,2024-2025,LaLiga,19.58,1.58,18,66
4vlurpsi44g09g159t61u83bp,2024-2025,LaLiga,18.37,4.37,14,62
4mxx1oxkiexm0ha34utcmb17t,2024-2025,LaLiga,16.42,-1.58,18,53
a4rbrzom0u87sk3uc15sxndg5,2024-2025,LaLiga,14.87,-5.13,20,39
5qh2kdatvb03o8oiqvkaaxje2,2024-2025,LaLiga,14.02,4.02,10,49
6ofu6yc2qwp5ii9cerdq1tk9h,2024-2025,LaLiga,11.41,-0.59,12,33
agd2nhvdhp18dg1weape5olpl,2024-2025,LaLiga,10.78,-5.22,16,36
1tctbwsidibct7wphjgv8mdm2,2024-2025,LaLiga,10.74,1.74,9,36
duvi9g1bu4djua8e7t7tgoo9h,2024-2025,LaLiga,8.1,2.1,6,25
59ndqnsvggsoek170rdqyd1w5,2024-2025,LaLiga,7.94,0.94,7,18
2e55g4q93y382cg7h0yk5rtud,2024-2025,LaLiga,7.17,-1.83,9,22
ed3bp9uiwa7h03wddi028xdgq,2024-2025,LaLiga,6.08,-0.92,7,14
38bp85766w04a0nuulq5fiig9,2024-2025,LaLiga,5.97,-1.03,7,20
9jhm9qxoeqad7lm5i2nemgwes,2024-2025,LaLiga,5.92,-1.08,7,18
b9q69u0q11bjpu0393sdy50,2024-2025,LaLiga,5.23,0.23,5,15
9xhbpn45z9wvjidbmparzkdm1,2024-2025,LaLiga,4.84,-1.16,6,20
2b7ankpb026wngkg3hgppev6y,2024-2025,LaLiga,4.59,-0.41,5,11
5dfvefxvwj8kixbajluw25mtx,2024-2025,LaLiga,4.42,-1.58,6,12
b2xlrg9xvucrut2fhmvsgjuqy,2024-2025,LaLiga,4.08,1.08,3,12
9lzyhlz2mc7uwvv9nfcvl2tey,2024-2025,LaLiga,1.86,-0.14,2,6
26atxu4fr8f87oi8mt6z70mhh,2024-2025,LaLiga,1.53,-0.47,2,4
15no5m0njma23gf0ygu9agt05,2024-2025,LaLiga,0.89,0.89,0,5
42mke5h9m4g7idv9q6ltuhkwk,2024-2025,LaLiga,0.87,-1.13,2,2
5d5rk4932npxxjadnlh696yok,2024-2025,LaLiga,0.84,-1.16,2,2
7drgir9lcwfst8vxz07jboe6t,2024-2025,LaLiga,0.21,0.21,0,2
6l9y6rn336e3i3z1rvns435xx,2024-2025,Ligue 1,74.15,-0.85,75,209
89sv092huj2obzdazmft854a1,2024-2025,Ligue 1,63.26,16.26,47,179
821ma6ofy7t9wtdvu1w6uni09,2024-2025,Ligue 1,61.17,10.17,51,186
6wfwy94p5bm0zv3aku0urfq39,2024-2025,Ligue 1,58.0,-7.0,65,173
cglp4k40r1t672m7j0eb5ktsl,2024-2025,Ligue 1,56.79,11.79,45,164
1lgrnaje6y7un5dzzll84p91,2024-2025,Ligue 1,50.22,5.22,45,135
7h2icfuwy00ilm14dw5xyl5g5,2024-2025,Ligue 1,49.21,-3.79,53,128
bcfzovs0pj9urgv9r0ykjnlrd,2024-2025,Ligue 1,45.97,9.97,36,147
8pgocmr00qw7b9919c8zh4bmx,2024-2025,Ligue 1,45.67,5.67,40,161
dve7yj8usejn9x7pmdjvozje1,2024-2025,Ligue 1,45.5,1.5,44,160
25cggz2egeqce47yijxadsslx,2024-2025,Ligue 1,44.76,3.76,41,141
8h5jl1u3p8sr2pwdmyxl14416,2024-2025,Ligue 1,42.57,7.57,35,126
7wpg2om9a0dgwlmir4zh4lhp1,2024-2025,Ligue 1,35.74,-2.26,38,93
3msg5zxzgtntyunmdtb3s0lhx,2024-2025,Ligue 1,32.99,0.99,32,82
13nrptzjshlqnkuf92vumefx0,2024-2025,Ligue 1,26.97,-6.03,33,92
d3mss0i879krqrk1owzmj2c45,2024-2025,Ligue 1,26.73,1.73,25,71
4cetkl0w2uq40ccti5ka6a4t1,2024-2025,Ligue 1,22.99,-2.01,25,74
7udphhcokm6vralyz5gkovxsl,2024-2025,Ligue 1,21.46,4.46,17,62
d5ecnjd6h89iepxrvrlfn97ft,2024-2025,Ligue 1,20.01,-1.99,22,65
cym4wbw14zw1jh4jsp3sbyk0l,2024-2025,Ligue 1,18.65,-2.35,21,51
a1q3mystvi6gkv7tjrn75kw6h,2024-2025,Ligue 1,17.99,-1.01,19,63
f0e5posm9z0oma2t3u9k1qy95,2024-2025,Ligue 1,15.75,-1.25,17,49
btyk45f7gmz3ck2dafpp22yg9,2024-2025,Ligue 1,10.25,2.25,8,26
6k51ka2qv5ge2ibrb4o5bin6d,2024-2025,Ligue 1,9.7,2.7,7,28
drmudc3n93faawruj8ct3bwmh,2024-2025,Ligue 1,9.14,1.14,8,25
7t9ixlae5t9v8moc6brwcec4p,2024-2025,Ligue 1,9.11,-1.89,11,21
9ldz2updrruze1tkw0erfr3dh,2024-2025,Ligue 1,6.82,0.82,6,22
3je152n5s5fjtbrxs9v8dn1lh,2024-2025,Ligue 1,6.79,-0.21,7,16
2fvrc1kbl7k48il02ekwiqove,2024-2025,Ligue 1,3.88,0.88,3,9
btm657ozudwbxx16twjs0vp49,2024-2025,Ligue 1,2.93,-1.07,4,13
3qapyusjivhr8pi16nc8i3otm,2024-2025,Ligue 1,2.43,0.43,2,4
ctygavkrblcxra880nwej0bf9,2024-2025,Ligue 1,1.15,-0.85,2,6
4ffmlhvbjvfjjnhr0byktvt62,2024-2025,Ligue 1,0.9,-0.1,1,4
9cb30ii6vuythtugob7ub64tl,2024-2025,Primeira Liga,50.84,4.84,46,149
ax5fuknlz3zc3fcesya61iod1,2024-2025,Primeira Liga,50.49,4.49,46,132
f16314ea0rlqw9nnpu8qewmp5,2024-2025,Primeira Liga,44.94,4.94,40,157
825clxaey53bu0od649tj7v8p,2024-2025,Primeira Liga,43.74,5.74,38,126
664x98r3mbynnh19u1cx984q,2024-2025,Primeira Liga,43.47,-1.53,45,125
2luxnwcabb7msig7odfq5p5g5,2024-2025,Primeira Liga,41.31,-2.69,44,118
5mkvjxxs4ij4ppkmzqblqkh9m,2024-2025,Primeira Liga,40.25,3.25,37,126
dz789stcx4dsr9tqt4fjdshuy,2024-2025,Primeira Liga,39.88,-1.12,41,120
3948j6ya5agm0g8xbw0ob7v85,2024-2025,Primeira Liga,38.62,-3.38,42,114
2accix9saahg900cja5e9iw9h,2024-2025,Primeira Liga,33.25,-3.75,37,100
byk4cll4gdgp2n5ocxrb5j1t5,2024-2025,Primeira Liga,31.23,-0.77,32,114
eues6hcaokjqv07zjue6abs2d,2024-2025,Primeira Liga,30.19,1.19,29,83
3i53phcjc5vwe7i0m9pqjo3fu,2024-2025,Primeira Liga,29.76,1.76,28,101
d79vlrccz170hzdh35nhsf1ed,2024-2025,Primeira Liga,29.17,3.17,26,85
6a34imgccsbw4zysasuziuad,2024-2025,Primeira Liga,27.23,-0.77,28,79
96i6oov7nvetigfn4hzr9kd79,2024-2025,Primeira Liga,22.54,1.54,21,76
8juldxfdikazdmet0rmrh3wlx,2024-2025,Primeira Liga,22.4,5.4,17,54
6eidlv9qagadx0luxb2uclfbp,2024-2025,Primeira Liga,22.15,2.15,20,73
9hqhder3adhjjovepuv4yst79,2024-2025,Primeira Liga,21.46,3.46,18,63
azygs4m332liu58yzvu5zwdsl,2024-2025,Primeira Liga,20.15,5.15,15,57
5nlzolv5bg03eiopba58rs251,2024-2025,Primeira Liga,17.57,-0.43,18,65
6zc6cs596hufgbhu6jv3g2o2y,2024-2025,Primeira Liga,14.09,3.09,11,58
s96k2x2cts0vo6y6aaeui5zp,2024-2025,Primeira Liga,13.25,2.25,11,32
ckog922pr9vqy2ry4m7o5ag2d,2024-2025,Primeira Liga,12.73,-0.27,13,43
59j04iaaq4ncqjtej3pks1gk4,2024-2025,Primeira Liga,8.71,2.71,6,21
eubzxwokg6nzftjd3myxsyfv9,2024-2025,Primeira Liga,7.93,-0.07,8,23
cuc7gtr9q0465wxmzgq834ag9,2024-2025,Primeira Liga,7.07,-1.93,9,25
3mp7wghcalu9g3wxbqb9eqga,2024-2025,Primeira Liga,6.2,0.2,6,20
7zumwzlab5xspkpglhxivzfxm,2024-2025,Primeira Liga,4.84,-0.16,5,16
cb8o8l688w6ozwhklub9ftxbd,2024-2025,Primeira Liga,4.21,1.21,3,12
8lv60zbly3xz43g9hm2s7oqcq,2024-2025,Primeira Liga,3.4,1.4,2,8
eccv657xcwfqo8gjz0jkhuqga,2024-2025,Primeira Liga,3.29,-0.71,4,7
xbk4zraauvq1cj1w5yz08kb9,2024-2025,Primeira Liga,3.22,0.22,3,8
bfm9vh630pkwniqogdrwbiqcp,2024-2025,Primeira Liga,2.99,0.99,2,4
2o5uenf32cw0zyxutsxn5b02c,2024-2025,Primeira Liga,2.85,-2.15,5,10
1hqq9g0dy2n3plpvzvdvb20ic,2024-2025,Primeira Liga,2.79,0.79,2,9
1ocxh5s9uo0s8ag79j7iv6acp,2024-2025,Primeira Liga,2.64,-1.36,4,7
chfqy504a1mnfs67pbdbk0jfu,2024-2025,Primeira Liga,1.16,1.16,0,5
2983qoliizrxvsi9sb9c5wwoa,2024-2025,Primeira Liga,0.94,-0.06,1,3
4k2wic25asdlmuqr17e3s6nkl,2024-2025,Primeira Liga,0.89,-0.11,1,2
7yui53wrnvu6sz794i3e85gfe,2024-2025,Primeira Liga,0.38,0.38,0,3
6ddxujeb3873j5evwiz8n4wt0,2024-2025,Primeira Liga,0.31,0.31,0,2
2mfunwzltzdnmzlcjyvx752i,2024-2025,Serie A,54.46,1.46,53,152
3nfxhugbxid6o0r92txslivh1,2024-2025,Serie A,53.33,-1.67,55,181
5syage212151fcixahbq3k8ut,2024-2025,Serie A,50.52,10.52,40,173
c7fky0h6gi7wmibnv2tzf6mz9,2024-2025,Serie A,50.28,-12.72,63,161
5jfy7133kfbmyl8ur6ze9y2ju,2024-2025,Serie A,46.28,-3.72,50,145
el58uxf7oaqu95yx1vbgmr7it,2024-2025,Serie A,41.91,7.91,34,151
e00004wkpfc8jawioejmpu1n9,2024-2025,Serie A,39.58,2.58,37,135
fb1s5est3fuw1flrjl9isusp,2024-2025,Serie A,38.74,-6.26,45,125
3fpnfgoy4lbpapv2th6g60cet,2024-2025,Serie A,38.31,0.31,38,136
70ps22rygrlq3msxgwmesowyx,2024-2025,Serie A,37.73,0.73,37,110
eu9b86opw6n66vftu1r5alfqh,2024-2025,Serie A,36.68,4.68,32,129
bagn0ce4xunsiz3mezrtqx1p1,2024-2025,Serie A,34.34,3.34,31,116
9dc7uictce9dq0tbphn74qz85,2024-2025,Serie A,34.07,6.07,28,111
8n4rruxbnzvjgdomxslnmcno5,2024-2025,Serie A,31.78,-8.22,40,92
b3hr4q25jvqr7565z5ydqylt5,2024-2025,Serie A,31.34,-0.66,32,103
7dg8woqlx67ch0ji3ujhgb52i,2024-2025,Serie A,26.93,4.93,22,83
4hrmzpx1nt5ze55fpby71mcb9,2024-2025,Serie A,26.85,-4.15,31,82
ab420lzne042a3e3b2lfmy5ii,2024-2025,Serie A,24.53,1.53,23,74
af58rhtg8ck7c8g7nwfs67d91,2024-2025,Serie A,24.42,1.42,23,84
17iqlyu99zttyubi6ya6yu9cl,2024-2025,Serie A,22.26,-1.74,24,60
r0hm6ahwcvdu57bgfi5zkslx,2024-2025,Serie A,17.99,-1.01,19,65
6wplm29z7qxxmujyc2ml19gix,2024-2025,Serie A,17.55,-0.45,18,65
9kp0q3f77gz8f5e2qumj6kpyi,2024-2025,Serie A,15.66,1.66,14,51
40rsjcp9bgu6pt4bf2qrczyp6,2024-2025,Serie A,13.21,-2.79,16,38
76r2yw3wtql61qh5l0yumdn85,2024-2025,Serie A,13.17,-1.83,15,44
5416w329xhbli0b3gq8irfzkl,2024-2025,Serie A,12.38,-0.62,13,40
u60zu48a4zqnupyxp2d0mqqd,2024-2025,Serie A,12.32,-2.68,15,32
e2dn4s6p2f6xnbaje17wd3jyt,2024-2025,Serie A,11.96,-6.04,18,34
3g1akjy7dpa6o8o3j5p69naad,2024-2025,Serie A,10.59,-0.41,11,31
9m6yva52cmdq7uu31qrwdrund,2024-2025,Serie A,9.92,-4.08,14,24
93237ztqyi3r4hu3rmgzrgudx,2024-2025,Serie A,9.01,-0.99,10,26
1jv2z06bjokvswjhuo1xsxdgq,2024-2025,Serie A,7.83,0.83,7,27
7gu0t0g8nej405k918fwsf8id,2024-2025,Serie A,4.69,1.69,3,15
3yqxkw0tqpoucur51ieh9xdrd,2024-2025,Serie A,4.53,1.53,3,14
2udciji4n7tr07ft7twe2r9w5,2024-2025,Serie A,3.57,0.57,3,13
ak7v165q53kqigk2wouifs639,2024-2025,Serie A,3.14,0.14,3,6
3o573dblmfc1o3wkkt2nva8k5,2024-2025,Serie A,2.68,-0.32,3,16
a8s8bl5kp1rif458yt3qlevo5,2024-2025,Serie A,2.54,-0.46,3,7
52lu5mlc9xdqjzgh1ne86wtsl,2024-2025,Serie A,2.38,0.38,2,12
c2ezyc2fftje7rcm5ybbuytp1,2024-2025,Serie A,2.25,0.25,2,11
vxehbg5v0s42cmvntbd6xc7o,2024-2025,Serie A,1.4,-1.6,3,6
3ww5879aay1xf2a20nl9ihwid,2024-2025,Serie A,1.16,-0.84,2,6
7drgir9lcwfst8vxz07jboe6t,2024-2025,Serie A,1.03,1.03,0,4
al3t9fzj4ab55yux0zkd1jkr9,2024-2025,Serie A,0.61,0.61,0,3
4b6mhmoeo78f8x928q2imp591,2024-2025,Serie A,0.54,-0.46,1,3
cm8po8ez5w9ms01gid6w3kwk5,2023-2024,Bundesliga,69.14,4.14,65,211
2o46ud3u97f7lc8bjkwor6dhx,2023-2024,Bundesliga,66.1,-7.9,74,198
4zfgh6wq7svx418tzwf0gfavp,2023-2024,Bundesliga,63.39,3.39,60,168
clmq1s26z0i3lqr1jqnd5wzit,2023-2024,Bundesliga,60.3,-6.7,67,185
ezsqr7bc70n69t97uvdsxvsut,2023-2024,Bundesliga,55.11,3.11,52,174
8l1mv5qd9vwade754v3l8epjp,2023-2024,Bundesliga,54.45,-0.55,55,162
d2gbcc336c4zatpiif4cvm2fp,2023-2024,Bundesliga,52.32,2.32,50,158
6gjlcd7rzi3p74qwvj7ia6esq,2023-2024,Bundesliga,49.59,-7.41,57,158
7obuhegyo1qcoikt23egcsr85,2023-2024,Bundesliga,48.94,0.94,48,137
ci1nu5z8aiiikco8af0zk1lud,2023-2024,Bundesliga,47.74,0.74,47,128
1ljgis575ujto4361ed15w0r9,2023-2024,Bundesliga,46.39,-2.61,49,160
7llxni56g8q0yt33vhp1pt3o5,2023-2024,Bundesliga,42.54,6.54,36,128
9rjd95oqotnalxmv56v7p1r6d,2023-2024,Bundesliga,41.39,8.39,33,118
bfpax581lm91ebz4xgz40a191,2023-2024,Bundesliga,38.2,1.2,37,115
d3xdl3p9vd1c0m316oq2pblxx,2023-2024,Bundesliga,32.57,-0.43,33,107
cg6h7oq0b5zpx1g4brhzyk1xx,2023-2024,Bundesliga,31.36,7.36,24,102
axcrcuv22693vn0a887samsph,2023-2024,Bundesliga,28.79,-1.21,30,76
64pzn3jdqo6y2izlpm8n3tvpx,2023-2024,Bundesliga,28.15,-4.85,33,93
expxslws50h0iw0logr02gs7p,2023-2024,Bundesliga,13.49,-3.51,17,38
3z6ekzop4y7cjuatzz9ua74k5,2023-2024,Bundesliga,13.46,-4.54,18,47
53ozrqkupvt2iyi2xg0swf7px,2023-2024,Bundesliga,11.8,-4.2,16,36
br2uswvdgoj7ndkx7mnbwgyd,2023-2024,Bundesliga,11.51,-0.49,12,31
3tb27261f8mpzpq3prpv8ng0l,2023-2024,Bundesliga,10.48,2.48,8,41
2jrntrq2x714pviioh3jnkted,2023-2024,Bundesliga,8.31,0.31,8,27
840353qq4b6ufh0hhm9o0n45x,2023-2024,Bundesliga,7.78,-0.22,8,25
e0jdg5vhg3l3vdgyecnwic4ph,2023-2024,Bundesliga,5.79,-4.21,10,17
62gct49oglcdzxafhrfucrb2t,2023-2024,Bundesliga,5.51,2.51,3,22
4l3qk2g87pa3bevo2nlwkf3rp,2023-2024,Bundesliga,2.7,-0.3,3,17
dduj8a3ejx8nmozrlpsa3rj6d,2023-2024,Bundesliga,2.17,-0.83,3,4
dvo2f7d0yosn404wsrsgeprdh,2023-2024,Bundesliga,2.0,-0.0,2,6
6rz47c6i1e4umc7kbh961x5ud,2023-2024,Bundesliga,1.43,-0.57,2,9
cs4aca71qkt1ru20ppmi6djl6,2023-2024,Bundesliga,0.35,0.35,0,3
ag4dpuocam5wfpvpyxtxhpa6t,2023-2024,English Premier League,83.29,2.29,81,221
1edp9euwcg0bg1ovgcdk9lxat,2023-2024,English Premier League,74.05,0.05,74,204
71rob1lsnmdviy1siakkzpqdx,2023-2024,English Premier League,66.37,9.37,57,188
8kttsnok9bbh7kpy3zz3j2xg5,2023-2024,English Premier League,63.62,6.62,57,203
h12c7ocq35slzrop3ltnrsnp,2023-2024,English Premier League,61.71,3.71,58,167
1c4nu9s3t3p83pufjf3n3xqay,2023-2024,English Premier League,58.79,-1.21,60,166
920yurg08gqayxwc80q9f8ixh,2023-2024,English Premier League,58.63,-4.37,63,176
2f79rc4i712sxstahjkq6pxp1,2023-2024,English Premier League,58.11,1.11,57,190
1um5sa7iogc29aadvkabadyad,2023-2024,English Premier League,57.18,3.18,54,165
3zl1q2gk6tdmzirsyfgm38no5,2023-2024,English Premier League,55.88,11.88,44,139
9eaevg9okpy4gcm6yofg7vbv9,2023-2024,English Premier League,55.07,5.07,50,186
e8dina16u5kt5ho4u5igtmimt,2023-2024,English Premier League,53.44,5.44,48,165
7w4l5mrrrg66wvdd8ndb5zb9x,2023-2024,English Premier League,42.11,0.11,42,130
bcfzovs0pj9urgv9r0ykjnlrd,2023-2024,English Premier League,32.07,-2.93,35,108
53d0pvr7ylvfhp6p749iniqc5,2023-2024,English Premier League,31.82,2.82,29,109
5z8ycnd0smdkumi5fgtzf7c9h,2023-2024,English Premier League,29.54,0.54,29,86
23637o19ff0sw18pqv8g96ndh,2023-2024,English Premier League,26.88,0.88,26,82
31xsuz1icsj7zt1462swjpk2d,2023-2024,English Premier League,26.67,-5.33,32,74
3wwi5vf2l1qbz7e5zdjoy8yga,2023-2024,English Premier League,25.14,-2.86,28,91
d9yxninyn4bac8f0ufxsnlqll,2023-2024,English Premier League,24.35,-0.65,25,78
2k18wcecasfnrys3vm9sm2lt5,2023-2024,English Premier League,24.2,9.2,15,78
hwcrfg4h2ystqbd11qlmj015,2023-2024,English Premier League,24.16,-3.84,28,80
5frs9u0spep2j3gszu06awo9h,2023-2024,English Premier League,22.79,-3.21,26,67
4iijb6llnz28unsz4rirr3umt,2023-2024,English Premier League,22.58,-0.42,23,69
eagrmpe9ft8daly57l1ja8lhx,2023-2024,English Premier League,19.97,-0.03,20,55
2vgr8c97x4b2e51tyvvixusid,2023-2024,English Premier League,19.09,-5.91,25,61
9s9i1a7hdq5bud8ma2dqi295h,2023-2024,English Premier League,17.86,1.86,16,58
cfhk5255hz4wbs2zsrq219a6t,2023-2024,English Premier League,17.03,-5.97,23,59
dpw4s6nbkfcrjlqxxgf9j5yhh,2023-2024,English Premier League,12.16,2.16,10,38
4myy5br8yj5678xlji3up1ryt,2023-2024,English Premier League,10.77,-2.23,13,34
7jtc6yk5xu4cm1an97wrgozbp,2023-2024,English Premier League,8.53,-3.47,12,22
5d6d4oc2rpau0mbbbt2dmtzv9,2023-2024,English Premier League,7.83,0.83,7,27
5pbnl8ssfcrxf9lfg1pl3vxzp,2023-2024,English Premier League,4.91,-2.09,7,15
12l99v9rpet6ug6n121tg6ay1,2023-2024,English Premier League,4.71,-0.29,5,18
6yovfcug6e9hykfauqy0fq67d,2023-2024,English Premier League,4.23,-0.77,5,14
6wplm29z7qxxmujyc2ml19gix,2023-2024,English Premier League,3.33,-3.67,7,11
7m4pw4plxndt68iq7f3s60cet,2023-2024,English Premier League,2.41,-0.59,3,7
ebzt12h6z4a9mok0rohagmzf9,2023-2024,English Premier League,2.22,0.22,2,8
3vt38r8n9081i3a4dj89lx905,2023-2024,English Premier League,0.29,-0.71,1,1
f1j511s3lct6an6g8n82ht1at,2023-2024,English Premier League,0.08,0.08,0,2
eiqcjlj9kmitoj8g50vaglawa,2023-2024,LaLiga,64.26,2.26,62,205
71p9z7bqvgzb5t115fmos6fop,2023-2024,LaLiga,60.33,-2.67,63,175
vota9gwygxp3wc998tl7ldxx,2023-2024,LaLiga,56.61,4.61,52,171
eavhyxb9dfjh0jp5yzg8p8udx,2023-2024,LaLiga,52.98,6.98,46,168
20o2dr1mdk18xhxmkujzgak89,2023-2024,LaLiga,52.98,10.98,42,156
routhh0ialijcg3egagouig9,2023-2024,LaLiga,51.34,9.34,42,153
5dfvefxvwj8kixbajluw25mtx,2023-2024,LaLiga,48.15,3.15,45,150
el98wqtf7w1ap9ei2bxqwtx3p,2023-2024,LaLiga,46.56,-0.44,47,151
amjegysk3et638l4od103c7o5,2023-2024,LaLiga,46.27,-0.73,47,132
2yt9oajv9dkbju8tgy1g2nmqd,2023-2024,LaLiga,41.88,-1.12,43,144
6ekdnbnk56xlxforb5owt3dn9,2023-2024,LaLiga,41.62,-0.38,42,138
8k88isvd2hwr5e4gn9oxzr2t,2023-2024,LaLiga,41.25,7.25,34,114
w503zyr8ipyobglth281uklx,2023-2024,LaLiga,41.22,5.22,36,132
c7i0lduij4vsnluxisdnaxsk5,2023-2024,LaLiga,39.0,3.0,36,123
4vlurpsi44g09g159t61u83bp,2023-2024,LaLiga,38.33,9.33,29,122
s96k2x2cts0vo6y6aaeui5zp,2023-2024,LaLiga,37.87,3.87,34,119
cfc7fqq748bz3nklfam2a2fp,2023-2024,LaLiga,30.94,4.94,26,104
2e55g4q93y382cg7h0yk5rtud,2023-2024,LaLiga,28.51,1.51,27,102
a4rbrzom0u87sk3uc15sxndg5,2023-2024,LaLiga,26.48,-1.52,28,77
9h6xf4ac4rpsjpummcdx26z9,2023-2024,LaLiga,23.85,-4.15,28,86
bahph7009sc73jl6s2bramn6d,2023-2024,LaLiga,21.79,-2.21,24,68
38bp85766w04a0nuulq5fiig9,2023-2024,LaLiga,21.78,4.78,17,65
59ndqnsvggsoek170rdqyd1w5,2023-2024,LaLiga,17.38,-2.62,20,50
4mxx1oxkiexm0ha34utcmb17t,2023-2024,LaLiga,14.56,-2.44,17,39
6rs4x238yo3qyz24vkdwgak7p,2023-2024,LaLiga,11.79,0.79,11,23
6j3wbk9xlq4om4m8ih6b3tyvp,2023-2024,LaLiga,10.51,2.51,8,38
c3secspt4xvu1q4g6aonn7zyt,2023-2024,LaLiga,8.27,-1.73,10,23
d113ljlwz4uaqd7uk8t2pidat,2023-2024,LaLiga,7.25,-2.75,10,17
cfm1cx3wneiqljgyv0tthp0ph,2023-2024,LaLiga,6.17,-0.83,7,24
ed3bp9uiwa7h03wddi028xdgq,2023-2024,LaLiga,5.78,-2.22,8,24
15no5m0njma23gf0ygu9agt05,2023-2024,LaLiga,5.58,-3.42,9,20
1vn3xi2x6vtjor1bt1ob1vk5x,2023-2024,LaLiga,5.37,1.37,4,20
2b7ankpb026wngkg3hgppev6y,2023-2024,LaLiga,4.49,0.49,4,19
6crmq7vzqts58wg196q48sc7p,2023-2024,LaLiga,3.11,3.11,0,15
1tctbwsidibct7wphjgv8mdm2,2023-2024,LaLiga,3.1,-0.9,4,12
76r2yw3wtql61qh5l0yumdn85,2023-2024,LaLiga,1.99,-0.01,2,9
cvcyevmxcd2ly0yoxi0djquol,2023-2024,LaLiga,1.77,-0.23,2,4
2692wwt1guis8gm2ajkkj2jje,2023-2024,LaLiga,1.73,-0.27,2,2
b2xlrg9xvucrut2fhmvsgjuqy,2023-2024,LaLiga,1.71,-0.29,2,3
1j75xt37w8q04ixbyjwhtfh05,2023-2024,LaLiga,1.56,-0.44,2,3
c9cp6fxbxyc2a3kfotkompxx,2023-2024,LaLiga,1.28,-0.72,2,3
e1izszvhlcdpmnjzzd73cnidx,2023-2024,LaLiga,1.25,0.25,1,6
9xhbpn45z9wvjidbmparzkdm1,2023-2024,LaLiga,0.81,-0.19,1,1
4sz26vstr6b7b110eri7f42jt,2023-2024,LaLiga,0.55,0.55,0,4
bqrz2xmu25taby17bl7cycjqh,2023-2024,LaLiga,0.53,-0.47,1,3
8iiowapklgy791tcwowpqddqt,2023-2024,LaLiga,0.3,0.3,0,1
6790uxmc1zs4emxtqf7vl6imt,2023-2024,Ligue 1,65.13,0.13,65,208
c6u4h9wy88ymj6whiz93jknv9,2023-2024,Ligue 1,57.62,4.62,53,188
53tqqwl5dpxn0v5zluabsmms5,2023-2024,Ligue 1,56.29,-0.71,57,185
7wpg2om9a0dgwlmir4zh4lhp1,2023-2024,Ligue 1,48.12,7.12,41,153
13nrptzjshlqnkuf92vumefx0,2023-2024,Ligue 1,46.06,0.06,46,139
d3mss0i879krqrk1owzmj2c45,2023-2024,Ligue 1,45.79,-2.21,48,155
25cggz2egeqce47yijxadsslx,2023-2024,Ligue 1,44.28,10.28,34,136
f0e5posm9z0oma2t3u9k1qy95,2023-2024,Ligue 1,44.02,1.02,43,118
89sv092huj2obzdazmft854a1,2023-2024,Ligue 1,42.45,-3.55,46,137
cym4wbw14zw1jh4jsp3sbyk0l,2023-2024,Ligue 1,40.88,-2.12,43,147
6wfwy94p5bm0zv3aku0urfq39,2023-2024,Ligue 1,38.23,4.23,34,137
7h2icfuwy00ilm14dw5xyl5g5,2023-2024,Ligue 1,37.32,3.32,34,129
8h5jl1u3p8sr2pwdmyxl14416,2023-2024,Ligue 1,36.19,6.19,30,123
